"peopleNumber","cinema","address","tele","lng","lat"
84049.00,"恒大影城(绿洲影城)","高新区超然街与宜居路交汇恒大绿洲商业中心3层","0431-82851234",113.64,28.15
83986.00,"福州冠景影城","城峰镇刘岐村立塘68号冠景天地广场四楼","0591-6227702",119.29,26.07
83966.00,"中影国际影城(惠州店)","河南岸世贸中心6楼","0752-25564880752-2556788",114.41,23.07
83894.00,"红地毯影城","兴水路1号绿地21城4号楼","0951-7697166",103.30,35.67
83872.00,"星美国际影城(吴江莱亚店)","开平路180号莱国际购物中心四F（赛格电子广场旁）","0512-632090000512-63204000",120.71,31.29
83696.00,"大光明影城(朱泾店)","朱泾人民路160号图书影视商厦6楼（近人民路）","021-37210858",118.50,31.69
83666.00,"佛山中数华昇巨幕影城","官窑瑶平路汇利广场3楼","0757-88788877",113.07,23.22
83640.00,"完美世界影城(春园店)","春园商业步行街银街10栋5楼","0738-6687333",116.25,39.89
83551.00,"大地影院(中商百货店)","城站路中商百货5楼（文化路侧门三福旁电梯直上5楼）","0712-25861600712-2586162",113.54,23.11
83534.00,"橙天嘉禾影城(五彩城店)","宝翔路801号301","021-31156686",112.36,25.58
83489.00,"新大地影城(步步高商业广场店)","步步高商业广场（福鑫大厦）新大地影城四楼","0738-3553033",112.55,28.24
83436.00,"常德中影·大时代影城","洞庭大道芙蓉家园3楼（芙蓉大酒店旁）","0736-7373333",111.67,29.04
83320.00,"大地影院(普洱新天地店)","阳光北路78幢新天地一号广场3楼","0879-2856999",100.98,22.78
83284.00,"繁昌华亿环球影城(繁昌店)","繁阳镇迎春东路与渡江大道交叉口，华亿繁昌广场四楼","0553-7118998",118.20,31.07
83277.00,"铜梁国际影城","铜梁巴川镇营盘路99号（锦辉数码城3楼）","023-45697888",106.05,29.83
83264.00,"世纪联华影城","海门镇青海东路398号2楼（世纪联华超市二楼）","0513-82656888",105.94,31.73
83262.00,"东莞典范国际影城(典范影城兑换点)","鸿福路92号中环财富广场4-5层（莱蒙商业中心沃尔玛左侧）","0769-22334000",113.74,23.01
83253.00,"大地影院(大庆新天地店)","东风新村新天地购物广场地下二层","0459-4678336",125.11,46.59
83198.00,"鑫海国际影城","辅星路13号鑫海国际大厦","0773-58322110773-5851177",112.39,34.66
83154.00,"合肥康乾国际影城","桐城路127号合作经济广场9楼","0551-64316588",117.28,31.85
83102.00,"金像电影大世界(睢宁店)","青年东路18号","0516-88382888",117.95,33.88
83015.00,"百丽宫影城(恒大广场店)","提督街99号恒大广场四层（原华置广场）","028-86982326",114.92,27.83
83004.00,"丹东亿林影城","翰墨街亿林商业广场三楼（富华正对面）","0415-3510999",124.06,40.46
82854.00,"北京星美国际影城(西红门店)","西红门镇京良路10号乐家购物中心B区3层","010-80258288",116.45,39.91
82852.00,"金逸影城(成都美逸影院)","兴乐北路88号缤纷广场三楼","028-68969608",103.96,30.66
82822.00,"金熊国际影城","高新区站前大街北侧帝达世博广场六层","0313-5861611",114.71,30.52
82759.00,"金逸影城(常山金马店)","天马镇定阳北路322-1号","0570-51599990570-5020077",118.45,28.87
82713.00,"温州亿嘉国际影城","环城大道亿嘉国际广场C座2层","0577-58802222",120.69,27.82
82703.00,"三明尚逸数字影城","列东街东方伟业城市广场（沃尔玛）负一层","0598-5155777",117.64,26.27
82685.00,"咸宁金逸博仁国际影城","隽水大道博仁广场步行街3楼（国土局进）","0715-4689895",114.32,29.84
82659.00,"橙天嘉禾影城(永宁西路店)","永宁西路7号十层","0358-82268810358-8226882",112.36,25.58
82455.00,"南通时代金球影城(高迪店)","城港路6号高迪商业广场苏果超市四楼","0513-51006617",120.84,32.00
82412.00,"南宁广影万福电影城","友爱路北路26号（广西广影电影集团大楼三楼）","0771-5711666",108.31,22.84
82325.00,"大地影院(端州店)","天宁北路20号","0758-2209036",112.46,23.04
82287.00,"完美世界影城(盐步店)","大沥镇盐步环镇北路佳华商场4楼（麦当劳旁观光电梯直上）","0757-85759175",113.39,22.55
82168.00,"华彩国际影城","龙门西路18号大润发三楼","0535-7761777",116.46,40.01
82158.00,"广州展映龙骏影城","增槎路1068号龙骏广场F座3层","020-81273699020-81293699",113.22,23.17
82134.00,"时代影城","扬子商业城4楼","0511-88356000",113.67,36.56
82048.00,"星河电影城(茶山店)","安泰路茶山嘉荣购物广场四楼","0769-82680080",114.45,24.29
81966.00,"文山大地影院(开化中路店)","开化中路炬隆万商汇1栋5楼","0876-2828288",104.24,23.36
81965.00,"怀化正宇琼天电影城","迎丰西路207号步步百货四楼（步步高）","0745-2292488",109.97,27.55
81806.00,"上海华彩弘歌鑫都影城","颛桥鑫都路2508号甲-2（鑫都商业广场1幢3层）","021-54600118",121.39,31.05
81710.00,"星美国际影城(东方城店)","黑龙江中路2111号东方城购物中心5楼（丹山北侧，希尔顿酒店对面）","0532-87789300",108.67,19.10
81685.00,"大地影院(财富国际店)","外环路财富国际广场负一楼与一楼","0851-28870308",113.54,23.11
81626.00,"兰州虹盛国际影院","庄浪路174号虹盛百货6楼","0931-7545377",103.83,36.06
81548.00,"大同豪达影城","平喜路恒安新区B区西北角佳家玛购物中心对面","0352-4480099",113.21,40.01
81543.00,"流沙电影城","流沙东中华路106号（中华新城）","0663-2252919",109.93,20.44
81519.00,"太平洋电影城(绵竹店)","春晞路中段","0838-6212030",104.38,31.12
81496.00,"大地数字影院(湘隆时代广场店)","沌口宁康路58号湘隆时代广场B1栋5楼","027-84478775",113.54,23.11
81450.00,"左岸国际影城(海阳路店)","海阳路145号（振华商厦6层）","0535-3320222",121.18,36.77
81409.00,"米瑞酷影城(乔庄店)","运河西大街乔庄卜蜂莲花超市一层","010-81555545",94.61,29.49
81382.00,"大有巨幕影城(开元百货店)","南关十字开元百货6楼","0373-6666234",118.09,24.45
81300.00,"奥斯卡东方国际影城","延安北路198号东方广场五楼（汇嘉时代）","0994-2266038",108.65,19.09
81265.00,"时代国际影城","时代广场B座四楼","0701-6211006",104.08,30.64
81182.00,"苏州上影星海国际影城","江南大道95号滨江新城邻里中心4F","0512-52505800",120.58,31.29
81065.00,"无锡新影联影城","钱桥大街恒达广场四楼4001","0510-83201866",120.23,31.60
80992.00,"高景活力影城","秦陵北路生力广场4层","029-81371166",108.57,28.48
80888.00,"松门澳诺电影城","松门镇汽车南站西侧（老联酒店对面）","0576-89962333",121.68,28.36
80783.00,"大地影院(湘乡嘉亨茂店)","东风路，万隆中央广场，嘉亨茂5楼（梦缘时尚快捷酒店对面）","0731-56180608",112.53,27.73
80634.00,"华夏国际影城","公平路同仁汇广场三楼","0571-86773001",118.05,36.84
80587.00,"米高梅国际影城","沧江路凯歌时代广场五楼","0883-2140368",107.01,25.29
80551.00,"横店电影城(老佛爷店)","凌公塘路1120号巴黎都市（老佛爷购物中心四楼）","0573-82813600",107.73,29.86
80527.00,"橙天嘉禾影城(大渡口店)","新山村街道文体路88号壹街购物中心A区2楼（区政府、大渡口公园旁）","023-88613666",112.36,25.58
80523.00,"中广汪海国际影城","板桥街道雄风路汪海商业街486号","025-86637393",118.69,32.10
80418.00,"大地影院(金地广场店)","津塘路156号一号桥金地广场4楼","022-59600912",113.54,23.11
80314.00,"星星国际影城(东洲店)","东洲北街9号（海赋外滩新玛特四层）","024-53981111",124.04,41.87
80303.00,"蒙城华夏国际影城","南新区政通路与嵇康路交叉口（华夏国际影城）","0558-7800688",116.55,33.24
80298.00,"云浮中影DY国际影城","环市中路新世纪广场四楼","0766-8910833",112.04,22.91
80260.00,"万达影城(高明店)","荷城街道沧江路423号中港广场大润发4楼","0757-88982666",113.15,23.06
80208.00,"星星国际影城(石家庄荣盛广场店)","光华路6号荣盛广场6楼星星国际影城","0311-68127766",114.50,38.05
80187.00,"恒大影城","盼盼路南64号（恒大绿洲小区南侧）","0417-3268777",113.64,28.15
80145.00,"贵阳星动力影城","同心西路66号（同心加油站旁）","0851-84830666",106.63,26.68
80134.00,"金逸影城(长江壹号店)","木渎镇长江路9号4幢一层","0512-86867882",120.36,36.10
80059.00,"幸福蓝海国际影城(成都仁和春天光华店)","二环路西二段19号仁和春天广场C座5楼","028-61500800028-61500808",104.02,30.66
80056.00,"温州鑫乐国际影城","老火车站大楼西首1层","0577-888011100577-55577577",120.68,27.98
80006.00,"大地影院(龙城店)","交通中路与中山南路交汇处龙城国购广场商业步行街3楼","0557-5501117",119.71,42.14
79963.00,"幸福蓝海国际影城(芜湖IMAX店)","中山南路金鹰新城市购物中心B座5层","0553-388678818755329125",118.36,31.31
79952.00,"嘉华影城","新江北路与建设路交汇处苏宁电器三楼","0662-8882838",114.24,22.29
79933.00,"中影星美影院(文艺中心店)","玉东大道玉东办公新区对面文化中心内","0775-2265155",108.68,34.16
79928.00,"佛山爱的·3D影城","北滘镇南源东路深业城三楼（华美达酒店对面）","0757-26399996",113.21,22.92
79914.00,"横店电影城(延安店)","中心街凤凰广场4楼（近中心街）","0911-8685678",109.48,36.59
79813.00,"新世界国际影城(临平店)","南苑街道世纪大道235-8号4F（近南兴街）","0571-89278888",118.78,34.11
79787.00,"济南星美国际影商城(济南美莲店)","新泺大街1666号美莲广场5楼","0531-88723333",117.12,36.65
79757.00,"中宁国际影城","八达街独墅湖邻里中心3楼（菁英公寓斜对面）","0512-687301220512-68731668",105.56,37.51
79753.00,"威尼国际影城","新华大道6号（威尼大酒店副楼）","0833-56828780833-5682996",113.36,23.11
79672.00,"东莞中影南方国际影城(黄江店)","江南路47号华记大厦（名汇城）5楼（嘉荣超市斜对面）","0769-81773363",114.16,22.83
79653.00,"恒大影城","赤铸山路与鸠江北路交汇处恒大华府商业楼3-4层","0553-5867988",113.64,28.15
79642.00,"西安和平电影院","北大街175号","029-87212205",108.94,34.27
79637.00,"凯新时代影城","园丁路凯新广场1楼","0578-8529191",107.30,26.04
79631.00,"信阳奥斯卡好声音影院","瑞龙商务宾馆东侧300米（法院对面）","0376-3011117",115.41,32.47
79611.00,"百丽宫影城(金宝汇店)","金宝街88号金宝汇7层","010-85221977",105.84,30.86
79480.00,"橙天嘉禾影城(嘉尚坊店)","江桥镇嘉怡路303号","021-39549808",112.36,25.58
79295.00,"金棕榈澳怡国际影城","高新区天山大街与黄河大道交叉口南侧澳怡商厦6楼","0311-89877981",109.52,18.22
79288.00,"恒大影城(名都店)","永康大道北雅居乐小学对面","0762-3839988",113.64,28.15
79206.00,"星美国际影城(宣城星隆店)","水阳江大道与薰化路交口星隆国际广场三楼","0563-2629669",118.74,30.93
79192.00,"大地影院(合家福店)","磨店职教城文忠路与学府路交叉口合家福购物广场三楼","0551-67699722",113.54,23.11
79163.00,"影天下国际电影城(世纪星城店)","马坑路7号世纪星城C区1楼","0599-8888058",120.11,30.28
79083.00,"凤凰电影城(怀远店)","城关镇健康路中段凤凰数码广场-1楼S2S3室（县幼儿园下车1000米左右）","0552-8908111",109.65,28.70
79066.00,"金逸影城(西村店)","西增路63号自编A11号二楼（原啤酒厂）","020-66288253",120.36,36.10
79019.00,"深圳中影UL影城影院(彩田店)","彩田路3030号彩德城三层","0755-86180661",114.12,22.60
78903.00,"大地数字影院(通达商城店)","文化大街150号通达商城4楼南侧","0315-5377553",114.07,32.12
78887.00,"星耀国际影城","白市驿白欣路23号西城金街4楼","023-68031181",114.89,42.21
78813.00,"中影·一个影城(壹里洋场店)","人民路壹里洋场5号楼三层（新焦作大学北面）","0391-3651666",114.03,22.20
78796.00,"大地影院(渝能明日广场店)","五江路9号附30号3-1室（华润万家超市3楼）","023-67756193",113.54,23.11
78737.00,"卢米国际影城(东三路店)","东三路138号（东城银座三楼）","0546-8156888",124.82,43.50
78724.00,"新范阳影城(汇金广场店)","范阳西路118号汇金广场5楼","0312-6671266",108.88,34.20
78677.00,"大光明影城(儿艺店)","苗江路800号","021-63391622",118.50,31.69
78583.00,"大地影院(信达步行街店)","天城镇新建中路信达步行街E区4楼","0715-3902909",113.54,23.11
78546.00,"新兴影城","静宁路319号（天籁金色大厅旁边）","0931-8104729",112.22,22.58
78377.00,"万星国际影城","目海路73号博美电器城4楼","0593-8772266",114.70,23.03
78376.00,"时代金球影城","吴楚大道8号豪威城市广场三楼","0711-3607111",104.08,30.64
78331.00,"大地影院(百大拓基店)","长乐路与华光大道交叉口百大拓基商场四楼","0552-3276286",113.54,23.11
78287.00,"石家庄太平洋影城(泰华街店)","泰华街278号太平洋广场2楼","0311-85273093",114.46,38.05
78280.00,"有壹家电影院(平凉店)","崆峒大道世纪商业广场（绿地广场）西区3楼","0933-8336699",106.67,35.54
78276.00,"大地影院(金汇广场店)","迎宾大道中118号金汇广场B区4楼","0750-3928511",113.54,23.11
78251.00,"亚新国际影城(大都会店)","五堰大都会A区2号楼四楼","0719-8117418",91.10,31.58
78215.00,"汕头澄城影剧院","文祠东路文化大厦2楼","0754-85722320",116.77,23.46
78184.00,"金逸影城(长寿店)","向阳路协信购物广场7楼","023-40236011",107.07,29.83
78159.00,"星美国际影城(南昌樟树林店)","佘山路66号樟树林9号楼3层","0791-88637788",115.91,28.69
78139.00,"吕梁辛巴达国际影城","大众路华美新天地6层","0358-3328766",111.78,37.14
78117.00,"大地影院(万科金域广场店)","北大街108号万科金域广场大润发四楼","0513-89085346",113.54,23.11
78056.00,"帕加尼国际影城","新华北路28号华兴春天城6号楼4F","0593-6583333",89.39,28.96
78055.00,"时代宝真国际影城","东风路6号宝真商业广场3楼","0898-32050000",104.08,30.64
78033.00,"中影星感觉影城(旺角商贸区店)","旺角商贸区西长春路西段新玛特五楼","0411-39110770",114.51,38.05
78001.00,"重庆中影星美VIP影城(璧山店)","白羊路9号砂之船奥特莱斯商业广场C区","023-41666700",106.55,29.56
77967.00,"定西华影唐声影城","北城巷22号（工人俱乐部院内）","0932-83138880932-8316888",104.62,35.58
77951.00,"横店电影城(东欣广场店)","东欣大道东欣广场大润发四楼","0851-28226117",107.73,29.86
77911.00,"万达影城(世茂广场店)","郭庄路99号世茂广场（原世茂时尚欢乐影城）","0516-83560000",113.90,22.56
77900.00,"大观楼电影院","前门大街大栅栏街36号","010-63083312010-63030878",117.03,30.50
77896.00,"银河国际影城","曾涛路新能源美食广场（大润发超市南侧）","0523-87051888",114.12,27.69
77754.00,"大冶文化宫电影城","黄狮海文化宫商业广场6、7楼（民众乐园对面）","0714-8818229",114.97,30.08
77743.00,"大浪百誉(大浪商业中心店)","大浪街道华旺路大浪商业中心E栋3楼","0755-29999996",113.99,22.67
77673.00,"金逸影城(北城天地店)","杭行路与湖州街交汇处北城天地广场4楼","0571-87897930",120.36,36.10
77629.00,"中影国际影城(芜湖镜湖联盛店)","赭山中路15号联盛广场4楼A17室","0553-562258818555331170",118.38,31.34
77572.00,"横店电影城(大别山店)","凤山镇土门坳村（大别山商贸广场）","0713-5929977",107.73,29.86
77474.00,"大地影院(创意68店)","市民主北路68号创意68广场6号楼5楼","0516-85933321",113.54,23.11
77272.00,"西园影城(南后街店)","南后街35号（西后街与乙丑弄交叉口西南角）","0512-57551132",118.72,30.88
77235.00,"完美世界影城(恒天店)","南环东路88号恒天商务广场B区3楼","0523-89118175",108.90,34.27
77051.00,"六盘水ILM-凉都影城","南环路59号青少年活动中心","0858-8333000",104.83,26.59
77044.00,"完美世界影城(铜锣湾店)","铜锣湾商业广场3楼","0731-282866050731-28286955",113.39,22.55
76883.00,"江山电影城(环城西路店)","环城西路83号（美食城南边）","0570-4073999",118.62,28.73
76836.00,"华谊国际影城(雷锋路店)","雷锋路奥特来商业广场（乐购超市）2层","024-58171666024-56680836",112.84,28.20
76817.00,"广东科学中心IMAX巨幕影院","大学城科普路168号（近小谷围岛）","020-39348080",113.36,23.03
76812.00,"完美世界影城(北虹店)","北虹路1068号第四层B区","021-62907722",119.82,31.36
76770.00,"豪林影城","政府路130号豪林购物中心6F","024-87909997",116.84,24.67
76714.00,"烟台世茂时尚欢乐影城(解放路店)","解放路156号世茂百货B1层","0535-2128899",121.40,37.53
76713.00,"中山中影太阳城影院(张家边店)","东镇东一路23号太阳城购物中心4楼","0760-899388000760-89938999",113.48,22.55
76709.00,"利津齐纳国际影城(利津店)","津二路银座商城四楼（津二路与利三路交叉口东北角）","0546-5669797",118.24,37.48
76653.00,"大地数字影院(新世界店)","鹦鹉大道27号新世界百货5楼（地铁4号线钟家村站）","027-84888509027-84888511",113.54,23.11
76632.00,"金梅国际影城","迎宾中大道1189号5栋（欧尚超市4楼）","0791-85761212",113.83,27.99
76601.00,"幸福蓝海国际影城(南航店)","胜太西路168号（南航北门）","025-52793998",114.97,27.07
76571.00,"市二宫电影城","同福东路640号市二宫内（近市二宫地铁站）","020-84412959",113.27,23.10
76502.00,"两江影城","市民文化活动中心","023-55320678",128.11,42.65
76423.00,"海润国际影城(达拉特旗店)","陶瓷广场德胜大街蒙达新天地5楼","0477-5180567",110.03,40.39
76404.00,"大地影院(大中海店)","和平路与六峰路交叉口大中海C座3楼","0398-2226565",113.54,23.11
76269.00,"美利亚国际影城","大学路与紫薇路交汇处银座购物广场3楼","0531-66585858",105.27,37.54
76217.00,"横店电影城(发达广场店)","中央南路发达广场D区4楼","0470-3796488",107.73,29.86
76191.00,"大世界影城(京东广场店)","广南路388号京东广场4层F412","0510-85618705",116.63,40.31
76113.00,"汇众时代影视城","竹都大道中段江均国际B区银座广场二楼b3-2号","0831-2637855",106.09,38.02
76046.00,"中影UL城市影院(布心店)","东昌路今日家园腾均商业百货二楼（布心地铁A出口直行50米华润万家二楼）","0755-86066803",113.95,22.58
75903.00,"东莞中影星河电影城(石龙店)","新桥路天和百货四楼","400-880-4122",114.08,23.01
75881.00,"恒丰数码影院","观海卫广义路455号","0574-63713888",104.72,28.32
75879.00,"大地影院(莱山银座店)","迎春大街188号银座商城6楼","0535-6714536",121.43,37.45
75805.00,"海淀剧院","中关村大街28号","010-62558026",116.31,39.97
75773.00,"内江庆川电影城","中心街摩尔阳光购物中心内","0832-8100999",104.66,29.52
75711.00,"幸福蓝海国际影城(全福元店)","方山路与恒安街交叉口全福元三楼","0536-6853456",114.97,27.07
75648.00,"西海岸胶州影城","宁波路与澳门路交接处利群商厦4楼南侧","0532-82208899",120.03,36.25
75587.00,"乌鲁木齐新话剧场","西北路637号","0991-4534422",87.58,43.81
75586.00,"公明百誉(公明上域店)","公明街道明主大道与兴发路交界宏发上域4楼（民联广场旁）","0755-88880033",113.89,22.77
75543.00,"太平洋影城(兴文店)","光明新城恒阳国际4层","0831-8836599",105.21,28.31
75505.00,"南京艾米·1895电影院","汉中路1号新街口国际金融中心5楼（近地铁1号线新街口站）","025-51809006",118.78,32.04
75469.00,"大地影院(八方商贸城店)","千峰南路中段八方商贸城5楼","0351-5659051",113.54,23.11
75376.00,"中影UL城市影院(宝安中心店)","宝安中心区高发第五大道商业步行街西端（兴业路与罗田路交汇口）","0755-86260696",113.87,22.55
75340.00,"昆明SFC上影(银海尚御店)","双桥路201号（银海尚御S-1幢3层）","0871-67011171",102.73,25.00
75253.00,"潇湘中山国际影城(中山中路店)","中山中路新步步高广场六楼","0795-7192222",113.39,22.51
75190.00,"中影南方影城(博罗店)","商业东街东山公园内左侧","0752-6388883",114.30,23.17
75174.00,"香港未来影院乐清店","汇丰路39号（一棵树创意园区）","0577-57179966",114.17,22.32
75076.00,"温州中影南虹国际影城","玉箫路南虹广场五楼","0577-61116811",120.98,28.10
74999.00,"华臣影城(黑石礁富丽庭店)","中山路673号富丽庭生活广场3F","0411-88140379",121.55,38.87
74983.00,"深圳4D新建国际影城","建设东路34号（绿玉公园旁）","0872-2125804",114.05,22.54
74957.00,"幸福蓝海国际影城(滁州店)","南谯北路中环国际广场五楼","0550-3110080",118.30,32.30
74935.00,"光明国际影城","滨江道143号（劝业场对面）","022-27121839",113.96,22.76
74794.00,"新世界国际影城","观海卫嘉润国际中心3楼（直达电梯在老娘舅旁）","0574-63671638",118.78,34.11
74778.00,"横店电影城(商业街店)","老一中商业街10号楼3楼","0715-28867770715-2886788",107.73,29.86
74746.00,"西宁邦业国际影院","人民路30号（德克士楼上）","0971-2851999",101.68,36.92
74745.00,"中影UL城市影院","狮山镇文明西路中成商业广场3F","0757-85219788",113.95,22.58
74725.00,"金逸影城(明发商业广场店)","运河东路明发商业广场4幢4楼","0514-87782233",120.36,36.10
74717.00,"博纳锦鸿国际影城(松江荣乐店)","荣乐西路新理想广场4楼","021-37685911",121.22,31.01
74710.00,"大地影院(金玛正和店)","中兴路5号金玛正和购物广场4楼","0427-8269008",113.54,23.11
74707.00,"联和影城","慎城镇解放北路898号大润发玛特5楼","0558-4125555",112.65,23.72
74701.00,"完美世界影城(旺角店)","敬业路88号（旺角商业中心）第一栋3层","0756-2600345",114.51,38.05
74556.00,"西田CC影城(闲林店)","闲林街道闲林村闲富南路101号-3F","0571-858555830571-85855595",113.90,22.79
74531.00,"南通时代金球影城(飞越店)","任港路44号飞越百度文化广场5号楼（新大润发斜对面）","0513-89000678",120.84,32.00
74405.00,"大地影院(常平店)","常平大道还珠沥路口乐购超市1楼","0769-81185455",113.54,23.11
74243.00,"大地影院(聊城振华店)","东昌府路与黄山路交汇处振华购物中心四楼","0635-2933111",116.03,36.44
74215.00,"金影电影城(爱华广场店)","跃进路36号爱华广场五楼","0759-36186880759-3618699",114.22,22.69
74127.00,"大地影院(高密店)","夷安大道与凤凰大街交界处中百佳乐家四楼大地影院","0536-2120599",119.77,36.37
74125.00,"梅州开心国际影城","江北秋云桥与程江桥河提中间（原红羽球馆，动漫城游戏币及儿童乐园票请到开心影城售票处兑换）","0753-2222938",116.10,24.29
74119.00,"华臣影城(红旺店)","平安大街西海平路南红旺广场五楼","0417-8206565",112.21,28.06
74101.00,"星美国际影城(宏发店)","宏发领域商业广场3楼（宝安中心地铁B出口即是）","0755-33590899",108.84,27.68
74002.00,"广州中影火山湖电影城(东山口店)","农林下路4-6号东山锦轩大厦4-6楼（电车总站对面）","020-87623868020-87623898",113.36,22.92
73978.00,"新时代影城(大邑店)","内蒙古大道新商业广场4楼","028-69698229028-88289099",103.51,30.57
73957.00,"忠县中博影城(中博世界城店)","中博大道世界城3楼","023-54566696",108.03,30.29
73894.00,"郑州中影星美国际电影城","新兴路与建设路交叉口往西30米路北","0371-64066555",113.62,34.74
73824.00,"影美国际影城(兴工北街店)","兴工北街34号千姿汇购物中心4-5楼（近麦德龙）","024-31082477",123.37,41.78
73749.00,"大地影院(普宁美佳乐影城)","流沙镇广达东路美佳乐购物广场5楼","0663-2655456",116.37,23.56
73736.00,"华夏国际影城","新建街襄大商业广场E座三楼","0710-4815558",118.05,36.84
73723.00,"华臣影城(三好街店)","文萃路4号诚大数码国际广场5层","024-83912800",117.68,31.96
73654.00,"北京古城电影院","古城南路15号","010-68874790",116.19,39.91
73601.00,"恒大影城(绿洲店)","铜陵石城大道与翠湖四路交叉口,翠湖公园旁恒大绿洲商业中心2号楼三层","0562-2610988",,
73559.00,"华星国际影城","柳园北路新东方尚街6楼","0635-21111990635-2996036",117.29,31.88
73548.00,"巴中中影·星河国际影城","小东门街蓝湾国际B9栋2楼","0827-33635550827-5233222",106.77,31.84
73547.00,"金逸影城(临颍店)","人民路中段金佰汇购物广场","0395-5656377",113.92,33.80
73526.00,"凉山华夏蓝梦国际影城","城南大道华美商业广场四楼","0834-2221888",102.22,27.89
73456.00,"南京中影星美长江影视城","长江路10号泓源奥莱城3楼","025-57590008",118.81,32.17
73401.00,"南昌冷杉欢腾影城(上海北路店)","上海北路300号爱购时尚广场5楼","0791-86862255",115.94,28.67
73399.00,"舟山太平洋影院(太平洋百货店)","太平洋百货4楼","0580-27202880580-2720288",122.10,30.01
73396.00,"上海飞航电影院","永丰街道玉树路2575号2楼202（原来大地数字影院）","021-33550031",121.20,31.01
73340.00,"大地数字影院(唐海兴海名都店)","新城大街98号兴海名都B区3层","0315-8838151",117.35,38.36
73322.00,"大地影院(尚志腾飞店)","尚志镇腾飞街2号腾飞商厦3楼","0451-53338135",127.98,45.21
73265.00,"邯郸森宝国际影城","放射路财富国际酒店西侧","0310-5551218",114.19,36.69
72963.00,"唐人轩国际电影城","桂中大道233号（裕达购物中心6楼）","0772-42000330772-4200011",114.01,22.43
72839.00,"横店影城(丰都店)","三合街道平都大道东段52号","023-85604888023-70728789",107.80,30.67
72789.00,"中润金字塔国际电影城","海明东路123号（中润购物中心8楼）","0436-3571777",117.31,24.27
72703.00,"保利万和影城(双福店)","津马大道晶彩城1栋4楼",,107.09,29.15
72668.00,"商洛文投国际影城","东环路晨光国际购物中心5层","0914-2078888",109.94,33.85
72588.00,"深圳中影雅图城市影院(龙华店)","龙华街道东环一路和油松路交界处家和福商城4楼","0755-28110855",114.05,22.54
72535.00,"耀莱成龙国际影城(二马路店)","汇金商业广场4层","0552-3338855",109.50,34.48
72497.00,"天幕影城","沂蒙山路与莲旺街交汇处恒隆商业广场8号楼3楼","0539-7128880",113.38,23.02
72455.00,"大地影院(锦泰商业广场店)","大南路62号锦泰商业广场（南城百货）7楼","0774-2826998",113.54,23.11
72448.00,"茂名穗影电影院","河西民主路80号（原文化宫）","0668-7227688",110.63,21.65
72447.00,"大地影院(双滦隆基泰和店)","秀水大道隆基泰和广场宜佳旺超市7层东侧","0314-4226039",117.77,40.95
72396.00,"大地影院(东凯国际店)","鲁班路东凯国际商业广场1号楼B座3楼","0771-3949232",113.54,23.11
72373.00,"阳光国际影城","高新区阳光广场西北角地下一层（创业大厦对面）","0912-7158222",113.58,34.76
72247.00,"雅图银兴影城(紫金路店)","紫金路一号永安广场五楼","0712-5187666",114.70,23.73
72230.00,"永乐影城","莲塘镇五一路308号星云广场3楼","0791-87092788",107.48,32.46
72229.00,"延安文投国际影城","中心街治平凤凰城4楼","0911-887688013119217701",109.48,36.59
72146.00,"永安华夏大剧院","文体休闲中心（永辉超市旁）","0598-37566660598-3759666",117.35,25.96
72079.00,"大地影院(尤溪东方商业广场店)","城关镇滨河大道东方商业广场4楼","0598-6306833",117.36,25.95
72035.00,"潇湘国际影城(苏仙店)","桔井路苏仙传奇二栋三楼（飞虹路口）","0735-2990777",113.04,25.80
71938.00,"裕丰影城(荷四路店)","荷四路191号","0570-8082888",118.87,28.93
71919.00,"抚州越幕影城","龙山北路海港百货4层","0794-4478666",116.60,28.23
71904.00,"大地影院(韶关中环)","惠民南路50号中环广场5楼","0751-8529508",113.58,24.79
71890.00,"橙天嘉禾影城(步行街店)","中山路步行街57号（新华书店楼上四楼售票处）","0553-3850766",112.36,25.58
71822.00,"上高17.5影城(银海店)","城境山大道与敖阳南路交汇处","0795-2586636",114.93,28.23
71807.00,"大地影院(明海南路店)","明海南路100号明海商业广场三楼1001号","0574-26251795",110.34,20.03
71804.00,"湛江金逸院线永福影城(广场二路店)","广场二路永福御景城商住楼（文化广场旁）","0759-8215888",110.28,21.60
71789.00,"华影国际影城(同德路店)","同德路1号同德城","0759-5611311",100.62,36.26
71781.00,"中影UL城市影院","胪峰大道好莱钨百货商场2楼","0591-62680606",113.95,22.58
71640.00,"大地影院(奥康店)","吴敬梓路奥康步行街苏宁电器五楼","0550-5297112",113.54,23.11
71607.00,"隆昌太平洋影院","金鹅镇文兴街二段90号","0832-5169668",105.28,29.33
71563.00,"海印国际电影城","大旺海印又一城商场A三楼（大旺大桥旁）","0758-6827999",105.89,29.10
71509.00,"西宁星美国际影城(鼎安店)","五四大街58号北商业巷鼎安时代精品购物中心第四层（中泰百货向东50米）","0971-63360800971-6336120",101.75,36.63
71474.00,"星美国际影城(华强广场店)","民族路与青年街交口华强广场A座5层","0311-88816688",118.37,31.38
71444.00,"湛江荣基国际影城","经济开发区观海路183号荣基国际广场4楼","0759-2123511",110.41,21.21
71329.00,"万星国际影城","人民路45号（原大潭影院）","0599-5631000",114.70,23.03
71284.00,"万达影城(杨凌店)","渭惠路盛世阳光购物广场4层","029-65650999029-65655999",113.90,22.56
